sentence,SOCIAL_LABEL,GRI_LABEL
Bất động sản đầu tư cho thuê được khấu hao theo phương pháp đường thẳng trên thời gian hữu dụng ước tính trong vòng 50 năm.,U,
"Việc tính khấu hao của các tài sản này được áp dụng giống như với các tài sản khác, bắt đầu từ khi tài sản ở vào trạng thái sẵn sàng sử dụng.",U,
"Các khoản dự phòng phải trả Các khoản dự phòng phải trả được ghi nhận khi Công ty có nghĩa vụ nợ hiện tại do kết quả từ một sự kiện đã xảy ra, và Công ty có khả năng phải thanh toán nghĩa vụ này.",S,GRI418
Các khoản dự phòng được xác định trên cơ sở ước tính của Ban Giám đốc về các khoản chi phí cần thiết để thanh toán nghĩa vụ nợ này tại ngày kết thúc năm tài chính.,S,GRI404-3
Trái phiếu thường Công ty phát hành trái phiếu thường cho mục đích vay dài hạn.,U,
Giá trị ghi sổ của trái phiếu thường được phản ánh trên cơ sở thuần bằng trị giá trái phiếu theo mệnh giá.,U,
"Tại thời điểm ghi nhận ban đầu, chi phí phát hành trái phiếu được ghi giảm phần nợ gốc của trái phiếu.",S,GRI404-3
"Định kỳ, chi phí phát hành trái phiếu được phân bổ theo phương pháp đường thẳng bằng cách ghi tăng giá trị nợ gốc và ghi nhận vào chi phí tài chính hoặc vốn hóa phù hợp với việc ghi nhận lãi vay phải trả của trái phiếu.",U,
Doanh thu cung cấp dịch vụ Doanh thu của giao dịch về cung cấp dịch vụ được ghi nhận khi kết quả của giao dịch đó được xác định một cách đáng tin cậy.,S,GRI404-3
Trường hợp giao dịch về cung cấp dịch vụ liên quan đến nhiều năm thì doanh thu được ghi nhận trong năm theo kết quả phần công việc đã hoàn thành tại ngày của Bảng cân đối kế toán hợp nhất của năm đó.,U,
"Lãi tiền gửi được ghi nhận trên cơ sở dồn tích, được xác định trên số dư các tài khoản tiền gửi và lãi suất áp dụng.",U,
"Các khoản giảm trừ doanh thu Các khoản giảm trừ doanh thu bao gồm chiết khấu thương mại, giảm giá hàng bán và hàng bán bị trả lại.",U,
"Các khoản giảm trừ doanh thu phát sinh cùng năm tiêu thụ sản phẩm, hàng hóa, dịch vụ được điều chỉnh giảm doanh thu của năm phát sinh.",U,
Số dư các khoản mục tiền tệ có gốc ngoại tệ tại ngày kết thúc năm tài chính được chuyển đổi theo tỷ giá của ngân hàng thương mại nơi Công ty thường xuyên có giao dịch tại ngày này.,U,
Chênh lệch tỷ giá phát sinh được hạch toán vào Báo cáo kết quả hoạt động kinh doanh hợp nhất.,U,
"Chi phí đi vay Chi phí đi vay được ghi nhận vào chi phí sản xuất, kinh doanh trong năm khi phát sinh, trừ khi được vốn hoá theo quy định của Chuẩn mực kế toán Việt Nam số 16 “Chi phí đi vay”.",S,GRI404-3
Các khoản thu nhập phát sinh từ việc đầu tư tạm thời các khoản vay được ghi giảm nguyên giá tài sản có liên quan.,U,
"Đối với khoản vay riêng phục vụ việc xây dựng tài sản cố định, lãi vay được vốn hóa kể cả khi thời gian xây dựng dưới 12 tháng.",U,
Các chi phí lãi vay khác được ghi nhận vào báo cáo kết quả hoạt động kinh doanh hợp nhất khi phát sinh.,S,GRI404-3
Thuế Thuế thu nhập doanh nghiệp thể hiện tổng giá trị của số thuế phải trả hiện tại và số thuế hoãn lại.,U,
Số thuế phải trả hiện tại được tính dựa trên thu nhập chịu thuế trong năm.,U,
Thuế thu nhập hoãn lại được xác định theo thuế suất dự tính sẽ áp dụng cho năm tài sản được thu hồi hay nợ phải trả được thanh toán.,U,
Thuế thu nhập hoãn lại được ghi nhận vào Báo cáo kết quả hoạt động kinh doanh hợp nhất và chỉ ghi vào vốn chủ sở hữu khi khoản thuế đó có liên quan đến các khoản mục được ghi thẳng vào vốn chủ sở hữu.,U,
Việc xác định thuế thu nhập của Công ty căn cứ vào các quy định hiện hành về thuế.,U,
"Tuy nhiên, những quy định này thay đổi theo từng thời kỳ và việc xác định sau cùng về thuế thu nhập doanh nghiệp tùy thuộc vào kết quả kiểm tra của cơ quan thuế có thẩm quyền.",S,GRI412-2
Các loại thuế khác được áp dụng theo các luật thuế hiện hành tại Việt Nam.,S,GRI419
"Như trình bày tại Thuyết minh số 20, Công ty đã thế chấp một số khoản tiền gửi để đảm bảo cho các khoản vay tại các ngân hàng thương mại.",U,
"PHẢI THU NGẮN HẠN CỦA KHÁCH HÀNG Số cuối năm Số đầu năm VND VND Công ty The Children’s Place., Ltd 83.136.097.010 84.925.052.478 Công ty The Haddad Apparel Group., Ltd 67.965.136.567 27.210.703.541 Công ty Desipro Pte.",U,
"63.956.929.790 80.527.037.481 Các khách hàng khác 255.692.049.536 392.593.138.138 470.750.212.903 585.255.931.638 Như trình bày tại Thuyết minh số 20, Công ty đã thế chấp một số khoản phải thu của khách hàng để đảm bảo cho các khoản vay tại các ngân hàng thương mại.",U,
CÁC KHOẢN PHẢI THU KHÁC Số cuối năm Số đầu năm VND VND a.,U,
Ngắn hạn - Tạm ứng cho cán bộ công nhân viên 64.848.699.329 62.598.963.138 - Ứng trước tiền đền bù giải phóng mặt bằng 16.816.083.422 16.816.083.422 - Phải thu khác 7.467.778.486 7.644.858.831 89.132.561.237 87.059.905.391 b.,U,
Dài hạn - Tiền thuê đất được bù trừ 10.680.826.157 21.133.119.259 10.680.826.157 21.133.119.259 7.,U,
"Tại ngày 31 tháng 12 năm 2022, như trình bày tại Thuyết minh số 20, Công ty đã thế chấp một số hàng tồn kho luân chuyển để đảm bảo cho khoản vay tại ngân hàng thương mại.",U,
BÁO CÁO THƯỜNG NIÊN 2022 BÁO CÁO TÀI CHÍNH 246 247 THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tt) THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tt) MẪU SỐ B 09-DN/HN MẪU SỐ B 09-DN/HN 10.,U,
Nguyên giá của tài sản cố định hữu hình bao gồm các thiết bị đã khấu hao hết tại ngày 31 tháng 12 năm 2022 nhưng vẫn còn sử dụng với giá trị là 384.460.350.241 VND (tại ngày 31 tháng 12 năm 2021: 317.962.895.217 VND).,U,
CHI PHÍ TRẢ TRƯỚC Số cuối năm Số đầu năm VND VND a.,U,
"Ngắn hạn - Công cụ, dụng cụ xuất dùng 8.892.834.312 7.131.732.946 - Chi phí mua bảo hiểm tài sản 5.972.229.579 5.307.625.826 - Các khoản khác 10.682.956.502 7.389.596.803 25.548.020.393 19.828.955.575 b.",U,
BÁO CÁO THƯỜNG NIÊN 2022 BÁO CÁO TÀI CHÍNH 248 249 THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tt) THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tt) MẪU SỐ B 09-DN/HN MẪU SỐ B 09-DN/HN 13.,S,GRI404-3
"Trong năm, tổng chi phí lãi vay được vốn hóa vào chi phí xây dựng cơ bản dở dang là 5.694.725.554 VND (năm 2021: 8.713.073.353 VND).",U,
Ban Giám đốc Công ty đánh giá rằng phần lỗ Công ty phải gánh chịu theo tỷ lệ vốn góp sẽ bằng đúng giá trị Công ty đã góp vốn.,S,GRI404-3
Công ty TNHH Golf Yên Bình TNG chưa đi vào hoạt động.,U,
Công ty đã sử dụng quyền sử dụng đất để đảm bảo cho khoản tiền vay ngân hàng như trình bày tại Thuyết minh số 21.,U,
"Tuy nhiên, Công ty hiện chưa xác định được giá trị hợp lý này nên giá trị hợp lý của bất động sản đầu tư tại ngày 31 tháng 12 năm 2022 chưa được trình bày trên Thuyết minh báo cáo tài chính hợp nhất.",U,
"Để xác định được giá trị hợp lý này, Công ty sẽ phải thuê một công ty tư vấn độc lập đánh giá giá trị hợp lý của bất động sản đầu tư.",S,GRI412-2
"Hiện tại, Công ty chưa tìm được công ty tư vấn phù hợp để thực hiện công việc này.",S,GRI401-2
"NGƯỜI MUA TRẢ TIỀN TRƯỚC NGẮN HẠN Số cuối năm Số đầu năm VND VND Công ty Sportmaster., Ltd 21.265.403.647 - Công ty Diastar General Trading LLC 8.458.337.792 - Các đối tượng khác 3.175.635.857 4.362.358.117 32.899.377.296 4.362.358.117 17.",U,
THUẾ VÀ CÁC KHOẢN PHẢI THU/ PHẢI NỘP NHÀ NƯỚC a.,S,GRI419
Phải thu Số đầu năm Số đã thực nộp trong năm Số đã được hoàn trong năm Số cuối năm VND VND VND VND Thuế xuất nhập khẩu 7.914.333.315 15.219.164.173 5.601.681.346 17.531.816.142 7.914.333.315 15.219.164.173 5.601.681.346 17.531.816.142 b.,U,
CHI PHÍ PHẢI TRẢ NGẮN HẠN Số cuối năm Số đầu năm VND VND Tiền lương phép trích trước 28.368.480.459 23.585.146.500 Lãi vay dự trả 6.226.293.170 3.940.948.330 Chi phí vận chuyển 2.602.283.913 2.629.930.067 Các khoản trích trước khác 5.952.428.756 12.558.827.349 43.149.486.298 42.714.852.246 19.,U,
Mục đích vay dùng để bổ sung vốn lưu động phục vụ sản xuất kinh doanh của Công ty.,S,GRI401-2
"Lãi suất cho vay tại thời điểm ký hợp đồng VND là 6,2%/năm, USD là 3,8%/năm và được xác định theo từng lần giải ngân sau thời điểm ký hợp đồng.",U,
"Thời hạn cho vay của từng khoản nợ tối đa không quá 6 tháng, mục đích vay dùng để bổ sung vốn lưu động phục vụ sản xuất kinh doanh của Công ty.",U,
"Thời hạn hiệu lực của giới hạn cấp tín dụng là 12 tháng, không muộn hơn ngày 17 tháng 11 năm 2023.",U,
Lãi suất cho vay được xác định tại thời điểm giải ngân vốn vay theo thông báo lãi suất của ngân hàng trong từng thời kỳ.,U,
Thời hạn cấp hạn mức tín dụng từ ngày ký Hợp đồng đến ngày 30 tháng 11 năm 2023.,U,
Lãi suất cho vay được quy định cụ thể theo thông báo lãi suất của bên cho vay tại từng thời điểm giải ngân.,U,
"Mục đích sử dụng vốn vay nhằm bổ sung vốn lưu động phục vụ hoạt động sản xuất, gia công hàng dệt may của Công ty năm 2022 - 2023.",U,
"Lãi suất vay được ký kết và thống nhất áp dụng là lãi suất điều chỉnh theo mỗi lần tính/điều chỉnh lãi theo công thức: LIBOR 06 tháng cộng (+) 1,7%/năm.",U,
Thời hạn trả nợ là 05 tháng áp dụng cho từng lần rút vốn vay. (vi) Khoản vay ngắn hạn khác từ cán bộ công nhân viên của Công ty với kỳ hạn không quá 12 tháng.,S,GRI404-3
BÁO CÁO THƯỜNG NIÊN 2022 BÁO CÁO TÀI CHÍNH 254 255 THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tt) THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tt) MẪU SỐ B 09-DN/HN MẪU SỐ B 09-DN/HN 21.,S,GRI404-3
Thời hạn vay là 60 tháng kể từ ngày tiếp theo của ngày Bên cho vay giải ngân khoản vay đầu tiên.,U,
"Lãi suất đang áp dụng là 9,6%/năm đối với khoản vay bằng VND.",U,
Thời hạn vay 60 tháng kể từ ngày giải ngân đầu tiên.,U,
"Lãi suất thả nổi, điều chỉnh 06 tháng/lần bằng lãi suất tiền gửi dân cư 12 tháng trả lãi sau của BIDV cộng với phí Ngân hàng tối thiểu 4% phù hợp với quy định của BIDV từng thời kỳ.",U,
"Lãi suất hiện tại đang áp dụng là 9,6%/năm.",S,GRI404-3
Thời hạn vay 84 tháng kể từ ngày giải ngân đầu tiên.,U,
"Lãi suất đang áp dụng đến hết ngày 31 tháng 12 năm 2022 là 9,6%/năm.",U,
Thời hạn vay là 84 tháng kể từ ngày tiếp theo của ngày Bên cho vay giải ngân khoản vay đầu tiên.,U,
"Lãi suất thả nổi, điều chỉnh 06 tháng/lần bằng lãi suất tiền gửi dân cư 12 tháng trả lãi sau của BIDV Thái Nguyên cộng với phí ngân hàng tối thiểu 4% phù hợp với quy định của BIDV từng thời kỳ.",U,
"Lãi suất hiện đang áp dụng là 9,6%/năm.",U,
Thời hạn vay là 84 tháng kể từ ngày tiếp theo của ngày Bên cho vay giải ngân khoản vay đầu tiên.,U,
"Lãi suất thả nổi, điều chỉnh 06 tháng/lần bằng lãi suất tiền gửi dân cư 12 tháng trả lãi sau của BIDV Thái Nguyên cộng với phí ngân hàng tối thiểu 4% phù hợp với quy định của BIDV từng thời kỳ.",U,
"Lãi suất hiện đang áp dụng là 9,6%/năm.",U,
Thời hạn vay 84 tháng kể từ ngày tiếp theo ngày Bên cho vay giải ngân khoản vay đầu tiên.,U,
"Lãi suất cho vay hiện tại đối với khoản vay bằng VND là 9,6%/năm và được điều chỉnh 6 tháng/lần.",U,
Khoản vay được bảo đảm bằng toàn bộ tài sản hình thành từ Dự án đầu tư Nhà máy may Đồng Hỷ của Công ty.,U,
Thời hạn cho vay là 48 tháng kể từ ngày giải ngân khoản vay đầu tiên.,U,
Lãi suất cho vay được xác định theo từng lần giải ngân.,U,
Thời hạn cho vay là 84 tháng kể từ ngày tiếp theo của ngày giải ngân khoản vay đầu tiên.,U,
"Mục đích sử dụng vốn vay để tài trợ cho các nhu cầu tín dụng hợp pháp, hợp lý, hợp lệ liên quan đến việc đầu tư thực hiện dự án Nhà máy phụ trợ TNG Sông Công.",U,
Thời hạn vay là 72 tháng kể từ ngày tiếp theo của ngày giải ngân vốn đầu tiên.,U,
Thời hạn vay là 60 tháng kể từ ngày tiếp theo của ngày giải ngân vốn đầu tiên.,U,
Thời hạn vay 60 tháng kể từ ngày Ngân hàng giải ngân đối với từng khoản vay của Công ty.,S,GRI404-3
Thời hạn vay 60 tháng kể từ ngày Ngân hàng giải ngân đối với từng khoản vay của Công ty.,S,GRI404-3
"Lãi suất hiện tại đối với khoản vay bằng USD là 7,5%/năm (lãi suất thả nổi điều chỉnh 01 tháng/ lần).",U,
Thời hạn vay 60 tháng kể từ ngày Ngân hàng giải ngân đối với từng khoản vay của Công ty.,S,GRI404-3
Thời hạn vay 60 tháng kể từ ngày Ngân hàng giải ngân đối với từng khoản vay của Công ty.,S,GRI404-3
"Lãi suất áp dụng hiện tại là 7,5%/năm đối với các khoản vay bằng USD.",U,
Thời hạn vay 7 năm kể từ ngày tiếp theo ngày Ngân hàng giải ngân khoản vay đầu tiên cho Công ty.,S,GRI401-2
